perturbation,city,guild,nb_nodes,isolated_nodes_count,cores_count,islets_count,n_subnetworks_theory,n_subnetworks,subnetworks_split_by_failed_links,largest_subnetwork_size,nb_corridors,nb_failed_corridors,pc_theory,pc_real,connectivity_loss_pct,ec_theory_ha,ec_real_ha,connected_habitat_pct,median_tortuosity,mean_tortuosity,aoi_total_ha,habitat_ha_in_aoi,habitat_coverage_pct,nodes_in_aoi,cores_in_aoi,islets_in_aoi
swd0_120,Perpignan,ground_mammal,532.0,0.0,526.0,1424.0,1.0,1.0,0.0,507.0,1079.0,3.0,0.1457435550449587,0.0701926174322356,,2592.0,1798.8,67.8,1.60947570824873,3.356677706535787,6789.5,2651.8,39.1,510.0,119.0,391.0
swd0_120,Perpignan,ground_reptile,691.0,8.0,219.0,1317.0,1.0,14.0,13.0,182.0,1129.0,235.0,0.0130765361144438,0.0019693630744839,,776.4,301.3,25.8,1.4142135623730951,2.1881432540780525,6789.5,1167.8,17.2,605.0,91.0,514.0
swd0_120,Perpignan,arboreal_mammal,627.0,0.0,319.0,2264.0,1.0,1.0,0.0,573.0,1165.0,43.0,0.0077651994516367,0.0011311468027046,,598.3,228.3,30.3,1.3737734478532142,1.752317816481948,6789.5,753.2,11.1,575.0,72.0,503.0
swd0_120,Perpignan,forest_edge_bird,739.0,1.0,424.0,2063.0,1.0,3.0,2.0,409.0,1328.0,98.0,0.0301995459423437,0.0038217803874369,,1179.9,419.7,29.5,1.4142135623730951,1.794451555519593,6789.5,1424.4,21.0,682.0,110.0,572.0
swd0_120,LRSY,arboreal_mammal,4545.0,0.0,1164.0,7569.0,1.0,1.0,0.0,4459.0,9609.0,12.0,0.0270612631192233,0.0038071214126012,,8260.8,3098.5,31.1,1.384030093403679,1.8873861783909889,50216.7,9975.0,19.9,4463.0,591.0,3872.0
swd0_120,LRSY,forest_edge_bird,4545.0,0.0,1014.0,6636.0,1.0,1.0,0.0,4458.0,9509.0,82.0,0.0240326983748047,0.0018242743637167,,7784.8,2144.8,21.5,1.2681588607550758,1.5834358739793446,50216.7,9975.0,19.9,4463.0,591.0,3872.0
swd0_120,LRSY,ground_reptile,4659.0,4.0,1563.0,4789.0,1.0,3.0,2.0,4432.0,9527.0,345.0,0.0323176660157361,0.0026730002063448,,9027.5,2596.3,18.1,1.4142135623730951,2.0689542397488343,50216.7,14349.0,28.6,4465.0,1115.0,3350.0
swd0_120,LRSY,ground_mammal,2086.0,1.0,1478.0,3882.0,1.0,1.0,0.0,2032.0,4537.0,1.0,0.2476499692581572,0.1826037106296838,,24990.0,21458.7,85.1,1.658222432196311,2.809833680346081,50216.7,25208.1,50.2,2039.0,524.0,1515.0
swd0_120,LaRochelle,forest_edge_bird,1045.0,6.0,227.0,1362.0,1.0,19.0,18.0,719.0,1520.0,359.0,0.0002875183849237,4.9367084077477216e-05,,561.0,232.5,15.7,1.235702260395516,1.4381620961772357,33083.8,1478.9,4.5,1015.0,124.0,891.0
swd0_120,LaRochelle,ground_reptile,2219.0,9.0,294.0,2349.0,1.0,7.0,6.0,1890.0,3785.0,587.0,0.0073956710264212,0.0026207703123367,,2845.1,1693.7,34.9,1.4714045207910318,2.0420956955413447,33083.8,4857.0,14.7,2170.0,216.0,1954.0
swd0_120,LaRochelle,arboreal_mammal,1048.0,1.0,255.0,1561.0,1.0,7.0,6.0,965.0,1718.0,170.0,0.0004053050407446,6.47471398038834e-05,,666.1,266.2,18.0,1.3012693406827869,1.5574063156604756,33083.8,1478.9,4.5,1015.0,124.0,891.0
swd0_120,LaRochelle,ground_mammal,2161.0,0.0,614.0,3003.0,1.0,1.0,0.0,2117.0,4377.0,12.0,0.0296594611805995,0.0070080282677595,,5697.7,2769.6,42.2,1.435959517271817,1.8791043286497104,33083.8,6555.6,19.8,2122.0,301.0,1821.0
swd0_120,Toulouse,forest_edge_bird,4769.0,0.0,833.0,7393.0,1.0,2.0,1.0,4670.0,9807.0,193.0,0.022268009393738,0.0021475411586722,,6877.4,2135.8,23.3,1.4142135623730951,1.763947239680458,46087.4,9161.4,19.9,4681.0,404.0,4277.0
swd0_120,Toulouse,ground_mammal,4733.0,2.0,1527.0,7976.0,1.0,1.0,0.0,4671.0,10365.0,4.0,0.0941550168366768,0.0320890079031474,,14141.8,8255.8,55.4,1.616738373451902,2.4541995462054875,46087.4,14891.2,32.3,4679.0,570.0,4109.0
swd0_120,Toulouse,ground_reptile,3577.0,24.0,724.0,4489.0,1.0,5.0,4.0,3347.0,6421.0,734.0,0.0010576576099002,0.0001084102366619,,1498.8,479.9,9.4,1.3891783145414265,1.8311453618268123,46087.4,5112.2,11.1,3405.0,467.0,2938.0
swd0_120,Toulouse,arboreal_mammal,4769.0,0.0,983.0,8204.0,1.0,1.0,0.0,4676.0,9983.0,36.0,0.0254185824969867,0.0033715386565464,,7347.8,2676.1,29.2,1.5,2.036005669252862,46087.4,9160.8,19.9,4681.0,404.0,4277.0
swd0_050,LaRochelle,ground_mammal,2160.0,0.0,438.0,2361.0,1.0,3.0,2.0,2103.0,4154.0,234.0,0.019867929663624,0.0045082274451269,,4663.3,2221.4,33.9,1.449693869947861,1.8833657983376384,33083.8,6555.7,19.8,2122.0,301.0,1821.0
swd0_050,LaRochelle,arboreal_mammal,1042.0,68.0,175.0,1130.0,1.0,47.0,46.0,215.0,1208.0,669.0,0.0001538271932647,4.251993581514808e-05,,410.3,215.7,14.6,1.3333333333333333,1.6301620466593143,33083.8,1478.9,4.5,1015.0,124.0,891.0
swd0_050,LaRochelle,forest_edge_bird,1041.0,144.0,157.0,1054.0,3.0,74.0,71.0,120.0,957.0,884.0,0.0001175024065092,3.543984725844362e-05,,358.6,197.0,13.3,1.2847534944935315,1.4979025775703805,33083.8,1478.9,4.5,1015.0,124.0,891.0
swd0_050,LaRochelle,ground_reptile,2210.0,175.0,252.0,2110.0,2.0,96.0,94.0,402.0,2636.0,1583.0,0.0050727524422563,0.0018435454874931,,2356.3,1420.5,29.2,1.4874368670764582,2.0756467070239304,33083.8,4857.4,14.7,2170.0,216.0,1954.0
swd0_050,LRSY,ground_mammal,2086.0,1.0,958.0,2663.0,1.0,1.0,0.0,2032.0,4501.0,38.0,0.2417497144602692,0.1287770069852595,,24690.5,18020.5,71.5,1.6666666666666667,2.812981844270203,50216.7,25208.4,50.2,2039.0,524.0,1515.0
swd0_050,LRSY,forest_edge_bird,4545.0,18.0,776.0,5008.0,1.0,14.0,13.0,4367.0,8408.0,1183.0,0.0131582596350853,0.0007659101946831,,5760.3,1389.7,13.9,1.2869854915020635,1.604859576621437,50216.7,9975.0,19.9,4463.0,591.0,3872.0
swd0_050,LRSY,ground_reptile,4657.0,58.0,1309.0,3988.0,1.0,13.0,12.0,3453.0,8127.0,1720.0,0.0134823442486694,0.0009571618984438,,5830.8,1553.6,10.8,1.4142135623730951,2.02622767914658,50216.7,14348.8,28.6,4465.0,1115.0,3350.0
swd0_050,LRSY,arboreal_mammal,4545.0,4.0,852.0,5424.0,1.0,3.0,2.0,4443.0,9220.0,401.0,0.01677681052441,0.0013107555402267,,6504.3,1818.1,18.2,1.385067356680452,1.881102613199113,50216.7,9975.1,19.9,4463.0,591.0,3872.0
swd0_050,Nancy,arboreal_mammal,1211.0,3.0,185.0,1497.0,1.0,3.0,2.0,1167.0,2399.0,175.0,0.0798689696520899,0.02701201869396,,4037.3,2347.9,49.6,1.4714045207910318,2.0167676932206464,14285.8,4734.8,33.1,1189.0,121.0,1068.0
swd0_050,Nancy,ground_reptile,822.0,58.0,167.0,776.0,1.0,26.0,25.0,199.0,1015.0,544.0,0.0041571874159406,0.0007463824628268,,921.1,390.3,18.9,1.4142135623730951,1.890990738309336,14285.8,2070.1,14.5,793.0,127.0,666.0
swd0_050,Nancy,forest_edge_bird,1211.0,13.0,172.0,1369.0,1.0,5.0,4.0,1140.0,2131.0,440.0,0.0731914698989258,0.0233987315454431,,3864.9,2185.3,46.2,1.4166627845256776,1.7661966944135568,14285.8,4734.8,33.1,1189.0,121.0,1068.0
swd0_050,Nancy,ground_mammal,1175.0,1.0,289.0,1437.0,1.0,1.0,0.0,1161.0,2602.0,35.0,0.2109542228877172,0.0716281760296093,,6561.4,3823.4,55.2,1.5959593568644472,2.646509900448726,14285.8,6925.4,48.5,1163.0,159.0,1004.0
swd0_050,Perpignan,arboreal_mammal,627.0,13.0,168.0,1219.0,1.0,12.0,11.0,291.0,939.0,269.0,0.0047730399173463,0.0005057370549193,,469.1,152.7,20.3,1.3642899254302223,1.717067793492862,6789.5,753.2,11.1,575.0,72.0,503.0
swd0_050,Perpignan,ground_reptile,691.0,32.0,148.0,888.0,2.0,25.0,23.0,133.0,910.0,408.0,0.0052119740029493,0.0009859600932446,,490.2,213.2,18.3,1.39554889413315,1.9891303118918948,6789.5,1167.8,17.2,605.0,91.0,514.0
swd0_050,Perpignan,forest_edge_bird,739.0,17.0,229.0,1197.0,1.0,22.0,21.0,249.0,1067.0,359.0,0.0175594458936228,0.0018608663608889,,899.7,292.9,20.6,1.4142135623730951,1.764978524759116,6789.5,1424.4,21.0,682.0,110.0,572.0
swd0_050,Perpignan,ground_mammal,532.0,0.0,347.0,959.0,1.0,3.0,2.0,475.0,985.0,96.0,0.1355299078449312,0.0404440325594507,70.15859214947194,2499.5,1365.4,51.5,1.5860241023646906,3.0946051302101325,6789.5,2651.8,39.1,510.0,119.0,391.0
swd0_050,Toulouse,arboreal_mammal,4769.0,24.0,611.0,6073.0,1.0,5.0,4.0,4614.0,9150.0,867.0,0.0140300336263373,0.0014985046833922,,5459.0,1784.1,19.5,1.5,2.0455362793215746,46087.4,9161.1,19.9,4681.0,404.0,4277.0
swd0_050,Toulouse,ground_mammal,4733.0,2.0,1033.0,6254.0,1.0,1.0,0.0,4667.0,10241.0,133.0,0.0814342876940703,0.0152067426023784,,13151.8,5683.3,38.2,1.6165148348905798,2.409214492934698,46087.4,14891.3,32.3,4679.0,570.0,4109.0
swd0_050,Toulouse,ground_reptile,3568.0,213.0,559.0,3593.0,3.0,122.0,119.0,799.0,4566.0,2463.0,0.0003376460030976,5.569807605101883e-05,,846.9,344.0,6.7,1.4112650832564655,1.8542327451778051,46087.4,5112.2,11.1,3405.0,467.0,2938.0
swd0_050,Toulouse,forest_edge_bird,4768.0,58.0,545.0,5631.0,1.0,23.0,22.0,4442.0,8217.0,1780.0,0.0106585621982954,0.0010831739962315,,4758.1,1516.8,16.6,1.4142135623730951,1.7809749566366813,46087.4,9160.4,19.9,4680.0,403.0,4277.0
swd0_050,Kourou,ground_mammal,155.0,0.0,29.0,196.0,1.0,3.0,2.0,95.0,267.0,50.0,0.2666685627111276,0.1324672835432108,50.32512186796166,6331.6,4462.5,69.1,1.4142135623730951,1.8054185549452768,12261.1,6459.7,52.7,149.0,24.0,125.0
swd0_050,Kourou,arboreal_mammal,212.0,2.0,67.0,244.0,1.0,1.0,0.0,197.0,368.0,56.0,0.1229571368540289,0.0496405133295502,59.62779013919138,4299.4,2731.8,59.9,1.2,1.46421710571429,12261.1,4564.4,37.2,201.0,51.0,150.0
swd0_050,Kourou,ground_reptile,296.0,16.0,78.0,255.0,4.0,8.0,4.0,158.0,395.0,123.0,0.0070274381786267,0.0041944577165069,40.31313246889919,1027.8,794.1,42.3,1.4356339119454962,2.090450318063247,12261.1,1876.1,15.3,286.0,65.0,221.0
swd0_050,Kourou,forest_edge_bird,214.0,2.0,66.0,228.0,1.0,2.0,1.0,186.0,335.0,89.0,0.1177382670174567,0.0364348863672129,69.05433782050588,4207.1,2340.4,51.3,1.155781120112276,1.333045442976267,12261.1,4565.2,37.2,202.0,52.0,150.0
c60_m20,Perpignan,ground_reptile,691.0,11.0,196.0,1177.0,1.0,14.0,13.0,181.0,1089.0,269.0,0.0099220170191097,0.0015841050228368,84.03444561941468,676.3,270.2,23.1,1.4136012156790343,2.0362621560703325,6789.5,1167.8,17.2,605.0,91.0,514.0
c60_m20,Perpignan,ground_mammal,532.0,0.0,525.0,1421.0,1.0,1.0,0.0,507.0,1074.0,7.0,0.144440410215046,0.0632307164812605,56.22366594838576,2580.4,1707.3,64.4,1.6116292783052597,3.367012961591995,6789.5,2651.8,39.1,510.0,119.0,391.0
c55_m20,Perpignan,ground_reptile,691.0,11.0,196.0,1177.0,1.0,14.0,13.0,181.0,1090.0,268.0,0.0099220170191097,0.0015908498313588,83.9664674199321,676.3,270.8,23.2,1.4136012156790343,2.0398683195677503,6789.5,1167.8,17.2,605.0,91.0,514.0
c55_m20,Perpignan,ground_mammal,532.0,0.0,525.0,1421.0,1.0,1.0,0.0,507.0,1075.0,7.0,0.144440410215046,0.0639566032572686,55.72111491372207,2580.4,1717.0,64.7,1.6133446402397125,3.387927144226901,6789.5,2651.8,39.1,510.0,119.0,391.0
c52_m20,Perpignan,ground_mammal,532.0,0.0,525.0,1421.0,1.0,1.0,0.0,507.0,1075.0,7.0,0.144440410215046,0.0641462163971347,55.589840612033406,2580.4,1719.6,64.8,1.600976923954165,3.26089301534502,6789.5,2651.8,39.1,510.0,119.0,391.0
c52_m20,Perpignan,ground_reptile,691.0,9.0,196.0,1177.0,1.0,14.0,13.0,182.0,1102.0,255.0,0.0099220170191097,0.001588442695927,83.99072796521418,676.3,270.6,23.2,1.414213562373095,2.042978802017021,6789.5,1167.8,17.2,605.0,91.0,514.0
c20_m20,Perpignan,ground_reptile,691.0,11.0,196.0,1177.0,1.0,14.0,13.0,181.0,1091.0,262.0,0.0099220170191097,0.0016258337763994,83.61387837505131,676.3,273.8,23.4,1.4045973234677842,2.0586536765636025,6789.5,1167.8,17.2,605.0,91.0,514.0
c20_m20,Perpignan,ground_mammal,532.0,0.0,525.0,1421.0,1.0,1.0,0.0,507.0,1073.0,7.0,0.144440410215046,0.0633132120652248,56.16655202587503,2580.4,1708.4,64.4,1.6157725232388038,3.4083691863761905,6789.5,2651.8,39.1,510.0,119.0,391.0
swfc_000,LRSY,forest_edge_bird,4545.0,0.0,956.0,6148.0,1.0,1.0,0.0,4456.0,9573.0,0.0,0.0219258516314309,0.0182994556636447,,7435.8,6793.1,68.1,1.1057360570000696,1.1999731929901682,50216.7,9974.9,19.9,4463.0,591.0,3872.0
swfc_000,LRSY,arboreal_mammal,4545.0,0.0,1062.0,6896.0,1.0,1.0,0.0,4456.0,9574.0,0.0,0.0252138033179674,0.0218029276786621,,7973.8,7414.9,74.3,1.1121067288842004,1.2088091755693011,50216.7,9975.0,19.9,4463.0,591.0,3872.0
swfc_000,LRSY,ground_mammal,2086.0,1.0,1475.0,3881.0,1.0,1.0,0.0,2030.0,4525.0,1.0,0.2467937935069572,0.2427798280552379,,24946.8,24743.1,98.2,1.141720578459585,1.290127888790215,50216.7,25208.1,50.2,2039.0,524.0,1515.0
swfc_000,LRSY,ground_reptile,4659.0,0.0,1483.0,4544.0,1.0,1.0,0.0,4461.0,9829.0,5.0,0.0277872435924384,0.0215101030086307,,8370.9,7364.9,51.3,1.114252413402967,1.2675825835723684,50216.7,14348.9,28.6,4465.0,1115.0,3350.0
swfc_000,LaRochelle,forest_edge_bird,1045.0,0.0,206.0,1284.0,1.0,1.0,0.0,1010.0,1876.0,0.0,0.0002337931191182,0.0002112993178852,,505.9,480.9,32.5,1.079669127533634,1.1227262541284109,33083.8,1478.9,4.5,1015.0,124.0,891.0
swfc_000,LaRochelle,ground_reptile,2219.0,0.0,287.0,2265.0,1.0,1.0,0.0,2165.0,4348.0,11.0,0.0067345722251939,0.0061076747833441,,2715.0,2585.6,53.2,1.1107992272035765,1.2623853545987112,33083.8,4857.5,14.7,2170.0,216.0,1954.0
swfc_000,LaRochelle,ground_mammal,2161.0,0.0,614.0,3002.0,1.0,1.0,0.0,2114.0,4367.0,5.0,0.0281850282595752,0.0259642845683167,,5554.2,5330.9,81.3,1.1251274884854463,1.2417383901974128,33083.8,6555.6,19.8,2122.0,301.0,1821.0
swfc_000,LaRochelle,arboreal_mammal,1046.0,0.0,238.0,1438.0,1.0,1.0,0.0,1010.0,1877.0,0.0,0.0003269143163134,0.0002930529652575,,598.2,566.4,38.3,1.0854404079352542,1.1384060184192788,33083.8,1478.9,4.5,1015.0,124.0,891.0
swfc_000,Perpignan,forest_edge_bird,739.0,0.0,363.0,1844.0,1.0,1.0,0.0,679.0,1422.0,0.0,0.0281841950059536,0.0259372240626902,7.972450314045931,1139.8,1093.4,76.8,1.1,1.168383189062378,6789.5,1424.4,21.0,682.0,110.0,572.0
swfc_000,Perpignan,arboreal_mammal,627.0,0.0,280.0,1979.0,1.0,1.0,0.0,574.0,1195.0,0.0,0.0071678785057806,0.0066394588807492,7.372050525205284,574.8,553.2,73.5,1.1007591387353572,1.1485604375841818,6789.5,753.2,11.1,575.0,72.0,503.0
swfc_000,Perpignan,ground_mammal,532.0,0.0,525.0,1421.0,1.0,1.0,0.0,504.0,1065.0,0.0,0.144440410215046,0.1416221113232731,1.951184497175657,2580.4,2555.1,96.4,1.1170936502430968,1.4151672042824386,6789.5,2651.8,39.1,510.0,119.0,391.0
swfc_000,Perpignan,ground_reptile,691.0,0.0,196.0,1177.0,1.0,1.0,0.0,604.0,1327.0,10.0,0.0099220170191097,0.0075401363738617,24.006012493835687,676.3,589.6,50.5,1.102641562575963,1.4942649362695597,6789.5,1167.8,17.2,605.0,91.0,514.0
swfc_000,Toulouse,ground_mammal,4733.0,2.0,1526.0,7974.0,1.0,1.0,0.0,4673.0,10327.0,3.0,0.0922808253372214,0.0871728366601753,,14000.3,13607.3,91.4,1.157091911408172,1.347002270229315,46087.4,14891.1,32.3,4679.0,570.0,4109.0
swfc_000,Toulouse,ground_reptile,3577.0,0.0,664.0,4244.0,1.0,1.0,0.0,3402.0,7047.0,57.0,0.0008348706821107,0.0006013524317786,,1331.7,1130.2,22.1,1.1,1.238943894026914,46087.4,5112.2,11.1,3405.0,467.0,2938.0
swfc_000,Toulouse,forest_edge_bird,4769.0,0.0,746.0,6885.0,1.0,1.0,0.0,4679.0,9985.0,0.0,0.0201347450988623,0.0173279751315382,,6539.7,6066.8,66.2,1.102431620152566,1.1759984691339551,46087.4,9161.1,19.9,4681.0,404.0,4277.0
swfc_000,Toulouse,arboreal_mammal,4769.0,0.0,894.0,7657.0,1.0,1.0,0.0,4678.0,9982.0,0.0,0.0234548088476042,0.0205857634622012,,7058.3,6612.5,72.2,1.1342587566275784,1.2163569982338889,46087.4,9161.2,19.9,4681.0,404.0,4277.0
swfc_000,Kourou,arboreal_mammal,211.0,0.0,89.0,322.0,1.0,1.0,0.0,200.0,420.0,0.0,0.1331037040569983,0.1322480813609872,0.6428241062658057,4473.2,4458.8,97.7,1.077252501388459,1.1289166444973655,12261.1,4565.0,37.2,200.0,50.0,150.0
swfc_000,Kourou,ground_reptile,297.0,0.0,88.0,309.0,1.0,1.0,0.0,286.0,535.0,3.0,0.0091411280355412,0.0086634988551314,5.225057329388451,1172.3,1141.2,60.8,1.1040403648480992,1.1984268835165248,12261.1,1876.1,15.3,286.0,65.0,221.0
swfc_000,Kourou,ground_mammal,156.0,0.0,32.0,223.0,1.0,1.0,0.0,149.0,294.0,20.0,0.2729053590299438,0.2589569586623227,5.111076021812611,6405.2,6239.4,96.6,1.1192557247472277,2.383990177427676,12261.1,6458.1,52.7,150.0,25.0,125.0
swfc_000,Kourou,forest_edge_bird,212.0,0.0,79.0,285.0,1.0,1.0,0.0,201.0,424.0,0.0,0.1293452575652252,0.1283482046169821,0.7708461578039187,4409.6,4392.6,96.2,1.0752629103221052,1.126392837012668,12261.1,4564.7,37.2,201.0,51.0,150.0
swfc_000,Nancy,forest_edge_bird,1211.0,0.0,220.0,1699.0,1.0,1.0,0.0,1188.0,2570.0,0.0,0.0878538289069363,0.0842499953149562,,4234.3,4146.6,87.6,1.102205119563018,1.175189010969128,14285.8,4735.1,33.1,1189.0,121.0,1068.0
swfc_000,Nancy,ground_reptile,826.0,0.0,194.0,905.0,1.0,1.0,0.0,791.0,1596.0,5.0,0.0076765152617611,0.0054595023611578,,1251.7,1055.6,51.0,1.101015254455221,1.4566397509388516,14285.8,2070.0,14.5,793.0,127.0,666.0
swfc_000,Nancy,ground_mammal,1175.0,1.0,424.0,1839.0,1.0,1.0,0.0,1162.0,2622.0,6.0,0.2230278123529433,0.2171964470734712,2.614635913768441,6746.6,6657.8,96.1,1.18507838287258,1.553840531016736,14285.8,6925.7,48.5,1163.0,159.0,1004.0
swfc_000,Nancy,arboreal_mammal,1211.0,0.0,257.0,1911.0,1.0,1.0,0.0,1188.0,2571.0,0.0,0.0925004620787487,0.0892636712782892,,4344.9,4268.2,90.1,1.148471219149012,1.2347749066800813,14285.8,4735.0,33.1,1189.0,121.0,1068.0
c95_m20,Perpignan,ground_mammal,532.0,0.0,525.0,1421.0,1.0,1.0,0.0,507.0,1075.0,7.0,0.144440410215046,0.0632217956890562,56.229842053944445,2580.4,1707.1,64.4,1.610552493276995,3.3645875390883826,6789.5,2651.8,39.1,510.0,119.0,391.0
c95_m20,Perpignan,ground_reptile,691.0,11.0,196.0,1177.0,1.0,14.0,13.0,181.0,1088.0,270.0,0.0099220170191097,0.0015826271232094,84.04934077253364,676.3,270.1,23.1,1.4136012156790343,2.037625966135621,6789.5,1167.8,17.2,605.0,91.0,514.0
c54_p20,Perpignan,ground_reptile,691.0,13.0,196.0,1177.0,1.0,14.0,13.0,180.0,1078.0,278.0,0.0099220170191097,0.001533037843597,84.549131082476,676.3,265.8,22.8,1.396102181505109,2.0326171061432405,6789.5,1167.8,17.2,605.0,91.0,514.0
c54_p20,Perpignan,ground_mammal,532.0,0.0,525.0,1421.0,1.0,1.0,0.0,507.0,1073.0,8.0,0.144440410215046,0.0610784300314073,57.7137520307008,2580.4,1677.9,63.3,1.571578607606986,3.3121759926514747,6789.5,2651.8,39.1,510.0,119.0,391.0
c53_p20,Perpignan,ground_mammal,532.0,0.0,525.0,1421.0,1.0,1.0,0.0,507.0,1072.0,10.0,0.144440410215046,0.0616834679660238,57.29486791529589,2580.4,1686.2,63.6,1.6345338308181403,3.534196995625197,6789.5,2651.8,39.1,510.0,119.0,391.0
c53_p20,Perpignan,ground_reptile,691.0,13.0,196.0,1177.0,1.0,15.0,14.0,177.0,1084.0,279.0,0.0099220170191097,0.0015406443000543,84.47246868164966,676.3,266.5,22.8,1.4142135623730951,2.145263415740945,6789.5,1167.8,17.2,605.0,91.0,514.0
d0_p25,Perpignan,ground_reptile,691.0,7.0,229.0,1345.0,1.0,14.0,13.0,182.0,1136.0,224.0,0.013317254812587,0.0020422820846565,,783.5,306.8,26.3,1.4142135623730951,2.225263268807778,6789.5,1167.8,17.2,605.0,91.0,514.0
d0_p25,Perpignan,ground_mammal,532.0,0.0,526.0,1424.0,1.0,1.0,0.0,507.0,1079.0,3.0,0.146006481213487,0.0717850115682658,50.83436641192412,2594.3,1819.1,68.6,1.60947570824873,3.356677706535787,6789.5,2651.8,39.1,510.0,119.0,391.0
d0_p25,Kourou,arboreal_mammal,210.0,0.0,98.0,346.0,1.0,1.0,0.0,199.0,412.0,3.0,0.1343145057012311,0.0944634701765636,29.66994169141498,4493.5,3768.4,82.6,1.2033249608310137,1.4859477829315322,12261.1,4563.6,37.2,199.0,49.0,150.0
d0_p25,Kourou,forest_edge_bird,211.0,0.0,84.0,311.0,1.0,1.0,0.0,200.0,403.0,18.0,0.132054615190281,0.0811440684805578,38.55264477986234,4455.6,3492.7,76.5,1.1428571428571428,1.324521443610887,12261.1,4564.1,37.2,200.0,50.0,150.0
d0_p25,Kourou,ground_reptile,297.0,3.0,101.0,330.0,1.0,4.0,3.0,185.0,495.0,50.0,0.0101981646820453,0.0051373217840935,49.62503603086322,1238.2,878.8,46.8,1.4142135623730951,1.9882737149372112,12261.1,1876.2,15.3,286.0,65.0,221.0
d0_p25,Kourou,ground_mammal,156.0,0.0,32.0,223.0,1.0,2.0,1.0,97.0,278.0,37.0,0.2737578650013963,0.1361886894527597,50.25213633512773,6415.2,4524.8,70.1,1.4142135623730951,1.800379701570574,12261.1,6458.6,52.7,150.0,25.0,125.0
swd0_150,Kourou,forest_edge_bird,210.0,0.0,92.0,337.0,1.0,1.0,0.0,199.0,406.0,10.0,0.1339067517339509,0.08546417318066,36.17635251845834,4486.7,3584.4,78.5,1.1414213562373094,1.324260822121937,12261.1,4563.7,37.2,199.0,49.0,150.0
swd0_150,Kourou,ground_reptile,297.0,1.0,112.0,356.0,1.0,4.0,3.0,188.0,508.0,41.0,0.0111184254742887,0.0054260852374161,51.197359284694265,1292.9,903.2,48.1,1.4142135623730951,1.9852100936513288,12261.1,1876.3,15.3,286.0,65.0,221.0
swd0_150,Kourou,ground_mammal,156.0,0.0,32.0,223.0,1.0,2.0,1.0,97.0,278.0,37.0,0.2743315705140582,0.1366054560102752,50.20425255675237,6421.9,4531.7,70.2,1.4142135623730951,1.800379701570574,12261.1,6458.6,52.7,150.0,25.0,125.0
swd0_150,Kourou,arboreal_mammal,210.0,0.0,109.0,402.0,1.0,1.0,0.0,199.0,411.0,3.0,0.1349907434973396,0.100407921549242,25.61866173348337,4504.8,3885.2,85.1,1.206160233940369,1.48724475486312,12261.1,4563.4,37.2,199.0,49.0,150.0
swd0_150,Perpignan,ground_mammal,532.0,0.0,526.0,1424.0,1.0,1.0,0.0,507.0,1081.0,1.0,0.1470659409243325,0.0789714756701933,46.30199543562209,2603.7,1908.0,71.9,1.60947570824873,3.3533299529836813,6789.5,2651.8,39.1,510.0,119.0,391.0
